section_id,course_id,name,status,start_date,end_date,account_id
UE_203_INN524_1_2024_HØST_1,UE_203_INN524_1_2024_HØST_1,INN524-1 24H,active,,,
UE_203_INN524_1_2025_HØST_1,UE_203_INN524_1_2025_HØST_1,INN524-1 25H,active,,,
UE_203_INN525_1_2024_HØST_1,UE_203_INN525_1_2024_HØST_1,INN525-1 24H,active,,,
UE_203_INN525_1_2025_HØST_1,UE_203_INN525_1_2025_HØST_1,INN525-1 25H,active,,,
UE_203_INN526_1_2024_HØST_1,UE_203_INN526_1_2024_HØST_1,INN526-1 24H,active,,,
UE_203_INN526_1_2025_HØST_1,UE_203_INN526_1_2025_HØST_1,INN526-1 25H,active,,,
UE_203_INN527_1_2025_HØST_1,UE_203_INN527_1_2025_HØST_1,INN527-1 25H,active,,,
UE_203_INN595_1_2024_HØST_1,UE_203_INN595_1_2024_HØST_1,INN595-1 24H,active,,,
UE_203_INN595_1_2024_VÅR_1,UE_203_INN595_1_2024_VÅR_1,INN595-1 24V,active,,,
UE_203_INN595_1_2025_HØST_1,UE_203_INN595_1_2025_HØST_1,INN595-1 25H,active,,,
UE_203_INN595_1_2026_VÅR_1,UE_203_INN595_1_2026_VÅR_1,INN595-1 26V,active,,,
UE_203_INN599_1_2024_HØST_1,UE_203_INN599_1_2024_HØST_1,INN599-1 24H,active,,,
UE_203_INN599_1_2025_HØST_1,UE_203_INN599_1_2025_HØST_1,INN599-1 25H,active,,,
UE_203_INN599_1_2025_VÅR_1,UE_203_INN599_1_2025_VÅR_1,INN599-1 25V,active,,,
UE_203_INN599_1_2026_VÅR_1,UE_203_INN599_1_2026_VÅR_1,INN599-1 26V,active,,,
UE_203_INTP513_1_2025_VÅR_1,UE_203_INTP513_1_2025_VÅR_1,INTP513-1 25V,active,,,
UE_203_INTP513_1_2026_VÅR_1,UE_203_INTP513_1_2026_VÅR_1,INTP513-1 26V,active,,,
UE_203_INTP514_1_2024_HØST_1,UE_203_INTP514_1_2024_HØST_1,INTP514-1 24H,active,,,
UE_203_INTP514_1_2025_HØST_1,UE_203_INTP514_1_2025_HØST_1,INTP514-1 25H,active,,,
UE_203_INTP515_1_2024_HØST_1,UE_203_INTP515_1_2024_HØST_1,INTP515-1 24H,active,,,
UE_203_INTP515_1_2025_HØST_1,UE_203_INTP515_1_2025_HØST_1,INTP515-1 25H,active,,,
UE_203_INTS810_1_2024_HØST_1,UE_203_INTS810_1_2024_HØST_1,INTS810-1 24H,active,,,
UE_203_INTS810_1_2025_HØST_1,UE_203_INTS810_1_2025_HØST_1,INTS810-1 25H,active,,,
UE_203_INT100_1_2024_HØST_1,UE_203_INT100_1_2024_HØST_1,INT100-1 24H,active,,,
UE_203_INT100_1_2025_HØST_1,UE_203_INT100_1_2025_HØST_1,INT100-1 25H,active,,,
UE_203_INT100_1_2025_VÅR_1,UE_203_INT100_1_2025_VÅR_1,INT100-1 25V,active,,,
UE_203_INT100_1_2026_VÅR_1,UE_203_INT100_1_2026_VÅR_1,INT100-1 26V,active,,,
UE_203_INT101_1_2025_VÅR_1,UE_203_INT101_1_2025_VÅR_1,INT101-1 25V,active,,,
UE_203_INT101_1_2026_VÅR_1,UE_203_INT101_1_2026_VÅR_1,INT101-1 26V,active,,,
UE_203_INT510_1_2024_HØST_1,UE_203_INT510_1_2024_HØST_1,INT510-1 24H,active,,,
UE_203_INT510_1_2025_HØST_1,UE_203_INT510_1_2025_HØST_1,INT510-1 25H,active,,,
UE_203_INT511_1_2024_HØST_1,UE_203_INT511_1_2024_HØST_1,INT511-1 24H,active,,,
UE_203_INT511_1_2025_HØST_1,UE_203_INT511_1_2025_HØST_1,INT511-1 25H,active,,,
UE_203_INT512_1_2024_HØST_1,UE_203_INT512_1_2024_HØST_1,INT512-1 24H,active,,,
UE_203_INT512_1_2025_HØST_1,UE_203_INT512_1_2025_HØST_1,INT512-1 25H,active,,,
UE_203_INV001_1_2024_HØST_1,UE_203_INV001_1_2024_HØST_1,INV001-1 24H,active,,,
UE_203_INV001_1_2025_HØST_1,UE_203_INV001_1_2025_HØST_1,INV001-1 25H,active,,,
UE_203_JOR507_1_2024_HØST_1,UE_203_JOR507_1_2024_HØST_1,JOR507-1 24H,active,,,
UE_203_JOR509_1_2025_VÅR_1,UE_203_JOR509_1_2025_VÅR_1,JOR509-1 25V,active,,,
UE_203_JURI800_1_2025_VÅR_1,UE_203_JURI800_1_2025_VÅR_1,JURI800-1 25V,active,,,
UE_203_JU5-100_1_2024_HØST_1,UE_203_JU5-100_1_2024_HØST_1,JU5-100-1 24H,active,,,
UE_203_JU5-100_1_2025_HØST_1,UE_203_JU5-100_1_2025_HØST_1,JU5-100-1 25H,active,,,
UE_203_JU5-105_1_2025_VÅR_1,UE_203_JU5-105_1_2025_VÅR_1,JU5-105-1 25V,active,,,
UE_203_JU5-105_1_2026_VÅR_1,UE_203_JU5-105_1_2026_VÅR_1,JU5-105-1 26V,active,,,
UE_203_JU6-1000_1_2024_HØST_1,UE_203_JU6-1000_1_2024_HØST_1,JU6-1000-1 24H,active,,,
UE_203_JU6-1000_1_2025_HØST_1,UE_203_JU6-1000_1_2025_HØST_1,JU6-1000-1 25H,active,,,
UE_203_JU6-1001_1_2024_HØST_1,UE_203_JU6-1001_1_2024_HØST_1,JU6-1001-1 24H,active,,,
UE_203_JU6-1001_1_2025_HØST_1,UE_203_JU6-1001_1_2025_HØST_1,JU6-1001-1 25H,active,,,
UE_203_JU6-1001_1_2025_VÅR_1,UE_203_JU6-1001_1_2025_VÅR_1,JU6-1001-1 25V,active,,,
UE_203_JU6-1002_1_2024_HØST_1,UE_203_JU6-1002_1_2024_HØST_1,JU6-1002-1 24H,active,,,
UE_203_JU6-1002_1_2025_HØST_1,UE_203_JU6-1002_1_2025_HØST_1,JU6-1002-1 25H,active,,,
UE_203_JU6-1004_1_2024_HØST_1,UE_203_JU6-1004_1_2024_HØST_1,JU6-1004-1 24H,active,,,
UE_203_JU6-1004_1_2025_HØST_1,UE_203_JU6-1004_1_2025_HØST_1,JU6-1004-1 25H,active,,,
UE_203_JU6-1004_1_2025_VÅR_1,UE_203_JU6-1004_1_2025_VÅR_1,JU6-1004-1 25V,active,,,
UE_203_JU6-3000_1_2024_HØST_1,UE_203_JU6-3000_1_2024_HØST_1,JU6-3000-1 24H,active,,,
UE_203_JU6-3000_1_2025_HØST_1,UE_203_JU6-3000_1_2025_HØST_1,JU6-3000-1 25H,active,,,
UE_203_JU6-4000_1_2025_VÅR_1,UE_203_JU6-4000_1_2025_VÅR_1,JU6-4000-1 25V,active,,,
UE_203_JU6-4000_1_2026_VÅR_1,UE_203_JU6-4000_1_2026_VÅR_1,JU6-4000-1 26V,active,,,
UE_203_JU6-404_1_2025_HØST_1,UE_203_JU6-404_1_2025_HØST_1,JU6-404-1 25H,active,,,
UE_203_JU6-5000_1_2025_VÅR_1,UE_203_JU6-5000_1_2025_VÅR_1,JU6-5000-1 25V,active,,,
UE_203_JU6-5000_1_2026_VÅR_1,UE_203_JU6-5000_1_2026_VÅR_1,JU6-5000-1 26V,active,,,
UE_203_JU6-6000_1_2024_HØST_1,UE_203_JU6-6000_1_2024_HØST_1,JU6-6000-1 24H,active,,,
UE_203_JU6-6000_1_2025_HØST_1,UE_203_JU6-6000_1_2025_HØST_1,JU6-6000-1 25H,active,,,
UE_203_KAR501_1_2024_HØST_1,UE_203_KAR501_1_2024_HØST_1,KAR501-1 24H,active,,,
UE_203_KAR502_1_2024_HØST_1,UE_203_KAR502_1_2024_HØST_1,KAR502-1 24H,active,,,
UE_203_KAR503_1_2025_VÅR_1,UE_203_KAR503_1_2025_VÅR_1,KAR503-1 25V,active,,,
UE_203_KASP540_1_2024_HØST_1,UE_203_KASP540_1_2024_HØST_1,KASP540-1 24H,active,,,
UE_203_KASP540_1_2024_VÅR_1,UE_203_KASP540_1_2024_VÅR_1,KASP540-1 24V,active,,,
UE_203_KASP540_1_2025_HØST_1,UE_203_KASP540_1_2025_HØST_1,KASP540-1 25H,active,,,
UE_203_KASP540_1_2025_VÅR_1,UE_203_KASP540_1_2025_VÅR_1,KASP540-1 25V,active,,,
UE_203_KASP540_1_2026_VÅR_1,UE_203_KASP540_1_2026_VÅR_1,KASP540-1 26V,active,,,
UE_203_KAS500_1_2024_HØST_1,UE_203_KAS500_1_2024_HØST_1,KAS500-1 24H,active,,,
UE_203_KAS500_1_2025_HØST_1,UE_203_KAS500_1_2025_HØST_1,KAS500-1 25H,active,,,
UE_203_KAS510_1_2024_HØST_1,UE_203_KAS510_1_2024_HØST_1,KAS510-1 24H,active,,,
UE_203_KAS510_1_2025_HØST_1,UE_203_KAS510_1_2025_HØST_1,KAS510-1 25H,active,,,
UE_203_KAS520_1_2025_VÅR_1,UE_203_KAS520_1_2025_VÅR_1,KAS520-1 25V,active,,,
UE_203_KAS520_1_2026_VÅR_1,UE_203_KAS520_1_2026_VÅR_1,KAS520-1 26V,active,,,
UE_203_KAS530_1_2025_VÅR_1,UE_203_KAS530_1_2025_VÅR_1,KAS530-1 25V,active,,,
UE_203_KAS530_1_2026_VÅR_1,UE_203_KAS530_1_2026_VÅR_1,KAS530-1 26V,active,,,
UE_203_KAS550_1_2026_VÅR_1,UE_203_KAS550_1_2026_VÅR_1,KAS550-1 26V,active,,,
UE_203_KAS590_1_2024_HØST_1,UE_203_KAS590_1_2024_HØST_1,KAS590-1 24H,active,,,
UE_203_KAS590_1_2024_VÅR_1,UE_203_KAS590_1_2024_VÅR_1,KAS590-1 24V,active,,,
UE_203_KAS590_1_2025_HØST_1,UE_203_KAS590_1_2025_HØST_1,KAS590-1 25H,active,,,
UE_203_KAS590_1_2025_VÅR_1,UE_203_KAS590_1_2025_VÅR_1,KAS590-1 25V,active,,,
UE_203_KAS590_1_2026_VÅR_1,UE_203_KAS590_1_2026_VÅR_1,KAS590-1 26V,active,,,
UE_203_KIP301_1_2024_HØST_1,UE_203_KIP301_1_2024_HØST_1,KIP301-1 24H,active,,,
UE_203_KJE100_1_2024_HØST_1,UE_203_KJE100_1_2024_HØST_1,KJE100-1 24H,active,,,
UE_203_KJE100_1_2025_HØST_1,UE_203_KJE100_1_2025_HØST_1,KJE100-1 25H,active,,,
UE_203_KJE102_1_2024_HØST_1,UE_203_KJE102_1_2024_HØST_1,KJE102-1 24H,active,,,
UE_203_KJE102_1_2025_HØST_1,UE_203_KJE102_1_2025_HØST_1,KJE102-1 25H,active,,,
UE_203_KJE103_1_2025_VÅR_1,UE_203_KJE103_1_2025_VÅR_1,KJE103-1 25V,active,,,
UE_203_KJE103_1_2026_VÅR_1,UE_203_KJE103_1_2026_VÅR_1,KJE103-1 26V,active,,,
UE_203_KJE104_1_2025_VÅR_1,UE_203_KJE104_1_2025_VÅR_1,KJE104-1 25V,active,,,
UE_203_KJE104_1_2026_VÅR_1,UE_203_KJE104_1_2026_VÅR_1,KJE104-1 26V,active,,,
UE_203_KJE107_1_2024_HØST_1,UE_203_KJE107_1_2024_HØST_1,KJE107-1 24H,active,,,
UE_203_KJE114_1_2025_HØST_1,UE_203_KJE114_1_2025_HØST_1,KJE114-1 25H,active,,,
UE_203_KJE118_1_2024_HØST_1,UE_203_KJE118_1_2024_HØST_1,KJE118-1 24H,active,,,
UE_203_KJE118_1_2025_HØST_1,UE_203_KJE118_1_2025_HØST_1,KJE118-1 25H,active,,,
UE_203_KJE119_1_2025_VÅR_1,UE_203_KJE119_1_2025_VÅR_1,KJE119-1 25V,active,,,
UE_203_KJE119_1_2026_VÅR_1,UE_203_KJE119_1_2026_VÅR_1,KJE119-1 26V,active,,,
UE_203_KJE120_1_2024_HØST_1,UE_203_KJE120_1_2024_HØST_1,KJE120-1 24H,active,,,
UE_203_KJE120_1_2025_HØST_1,UE_203_KJE120_1_2025_HØST_1,KJE120-1 25H,active,,,
UE_203_KJE201_1_2024_HØST_1,UE_203_KJE201_1_2024_HØST_1,KJE201-1 24H,active,,,
UE_203_KJE201_1_2025_HØST_1,UE_203_KJE201_1_2025_HØST_1,KJE201-1 25H,active,,,
UE_203_KJE203_1_2024_HØST_1,UE_203_KJE203_1_2024_HØST_1,KJE203-1 24H,active,,,
UE_203_KJE203_1_2025_HØST_1,UE_203_KJE203_1_2025_HØST_1,KJE203-1 25H,active,,,
UE_203_KJE204_1_2024_HØST_1,UE_203_KJE204_1_2024_HØST_1,KJE204-1 24H,active,,,
UE_203_KJE204_1_2025_HØST_1,UE_203_KJE204_1_2025_HØST_1,KJE204-1 25H,active,,,
UE_203_KJE205_1_2025_VÅR_1,UE_203_KJE205_1_2025_VÅR_1,KJE205-1 25V,active,,,
UE_203_KJE205_1_2026_VÅR_1,UE_203_KJE205_1_2026_VÅR_1,KJE205-1 26V,active,,,
UE_203_KJE301_1_2024_HØST_1,UE_203_KJE301_1_2024_HØST_1,KJE301-1 24H,active,,,
UE_203_KJE301_1_2025_HØST_1,UE_203_KJE301_1_2025_HØST_1,KJE301-1 25H,active,,,
UE_203_KJE302_1_2025_VÅR_1,UE_203_KJE302_1_2025_VÅR_1,KJE302-1 25V,active,,,
UE_203_KJE302_1_2026_VÅR_1,UE_203_KJE302_1_2026_VÅR_1,KJE302-1 26V,active,,,
UE_203_KJE303_1_2025_HØST_1,UE_203_KJE303_1_2025_HØST_1,KJE303-1 25H,active,,,
UE_203_KJE350_1_2024_HØST_1,UE_203_KJE350_1_2024_HØST_1,KJE350-1 24H,active,,,
UE_203_KJE350_1_2025_HØST_1,UE_203_KJE350_1_2025_HØST_1,KJE350-1 25H,active,,,
UE_203_KJE351_1_2025_VÅR_1,UE_203_KJE351_1_2025_VÅR_1,KJE351-1 25V,active,,,
UE_203_KJE351_1_2026_VÅR_1,UE_203_KJE351_1_2026_VÅR_1,KJE351-1 26V,active,,,
UE_203_KJE352_1_2025_VÅR_1,UE_203_KJE352_1_2025_VÅR_1,KJE352-1 25V,active,,,
UE_203_KJE352_1_2026_VÅR_1,UE_203_KJE352_1_2026_VÅR_1,KJE352-1 26V,active,,,
UE_203_KJE801_1_2024_HØST_1,UE_203_KJE801_1_2024_HØST_1,KJE801-1 24H,active,,,
UE_203_KJE801_1_2026_VÅR_1,UE_203_KJE801_1_2026_VÅR_1,KJE801-1 26V,active,,,
UE_203_KKKA301_1_2025_HØST_1,UE_203_KKKA301_1_2025_HØST_1,KKKA301-1 25H,active,,,
UE_203_KKKD301_1_2024_HØST_1,UE_203_KKKD301_1_2024_HØST_1,KKKD301-1 24H,active,,,
UE_203_KKK202_1_2025_HØST_1,UE_203_KKK202_1_2025_HØST_1,KKK202-1 25H,active,,,
UE_203_KKK851_1_2024_HØST_1,UE_203_KKK851_1_2024_HØST_1,KKK851-1 24H,active,,,
UE_203_KROP1000_1_2024_HØST_1,UE_203_KROP1000_1_2024_HØST_1,KROP1000-1 24H,active,,,
UE_203_KROP1000_1_2025_HØST_1,UE_203_KROP1000_1_2025_HØST_1,KROP1000-1 25H,active,,,
UE_203_KRO1001_1_2024_HØST_1,UE_203_KRO1001_1_2024_HØST_1,KRO1001-1 24H,active,,,
UE_203_KRO1001_1_2025_HØST_1,UE_203_KRO1001_1_2025_HØST_1,KRO1001-1 25H,active,,,
UE_203_KRO1002_1_2024_HØST_1,UE_203_KRO1002_1_2024_HØST_1,KRO1002-1 24H,active,,,
UE_203_KRO1002_1_2025_HØST_1,UE_203_KRO1002_1_2025_HØST_1,KRO1002-1 25H,active,,,
UE_203_KRO1003_1_2025_VÅR_1,UE_203_KRO1003_1_2025_VÅR_1,KRO1003-1 25V,active,,,
UE_203_KRO1003_1_2026_VÅR_1,UE_203_KRO1003_1_2026_VÅR_1,KRO1003-1 26V,active,,,
UE_203_KRO1004_1_2025_VÅR_1,UE_203_KRO1004_1_2025_VÅR_1,KRO1004-1 25V,active,,,
UE_203_KRO1004_1_2026_VÅR_1,UE_203_KRO1004_1_2026_VÅR_1,KRO1004-1 26V,active,,,
UE_203_KUF301_1_2025_HØST_1,UE_203_KUF301_1_2025_HØST_1,KUF301-1 25H,active,,,
UE_203_KUL801_1_2025_VÅR_1,UE_203_KUL801_1_2025_VÅR_1,KUL801-1 25V,active,,,
UE_203_KUL801_1_2026_VÅR_1,UE_203_KUL801_1_2026_VÅR_1,KUL801-1 26V,active,,,
UE_203_KUL802_1_2025_HØST_1,UE_203_KUL802_1_2025_HØST_1,KUL802-1 25H,active,,,
UE_203_KUN801_1_2024_HØST_1,UE_203_KUN801_1_2024_HØST_1,KUN801-1 24H,active,,,
UE_203_KUN808_1_2025_HØST_1,UE_203_KUN808_1_2025_HØST_1,KUN808-1 25H,active,,,
UE_203_KUN809_1_2025_VÅR_1,UE_203_KUN809_1_2025_VÅR_1,KUN809-1 25V,active,,,
UE_203_KUN809_1_2026_VÅR_1,UE_203_KUN809_1_2026_VÅR_1,KUN809-1 26V,active,,,
UE_203_KUN810_1_2025_HØST_1,UE_203_KUN810_1_2025_HØST_1,KUN810-1 25H,active,,,
UE_203_KUN811_1_2026_VÅR_1,UE_203_KUN811_1_2026_VÅR_1,KUN811-1 26V,active,,,
UE_203_KUN812_1_2026_VÅR_1,UE_203_KUN812_1_2026_VÅR_1,KUN812-1 26V,active,,,
UE_203_KVL801_1_2024_HØST_1,UE_203_KVL801_1_2024_HØST_1,KVL801-1 24H,active,,,
UE_203_KVL802_1_2025_VÅR_1,UE_203_KVL802_1_2025_VÅR_1,KVL802-1 25V,active,,,
UE_203_KVL851_1_2025_VÅR_1,UE_203_KVL851_1_2025_VÅR_1,KVL851-1 25V,active,,,
UE_203_KVL852_1_2025_HØST_1,UE_203_KVL852_1_2025_HØST_1,KVL852-1 25H,active,,,
UE_203_KVL853_1_2026_VÅR_1,UE_203_KVL853_1_2026_VÅR_1,KVL853-1 26V,active,,,
UE_203_LED301_1_2025_HØST_1,UE_203_LED301_1_2025_HØST_1,LED301-1 25H,active,,,
UE_203_LEI100_1_2024_HØST_1,UE_203_LEI100_1_2024_HØST_1,LEI100-1 24H,active,,,
UE_203_LEI100_1_2025_HØST_1,UE_203_LEI100_1_2025_HØST_1,LEI100-1 25H,active,,,
UE_203_LEI102_1_2024_HØST_1,UE_203_LEI102_1_2024_HØST_1,LEI102-1 24H,active,,,
UE_203_LEI102_1_2025_HØST_1,UE_203_LEI102_1_2025_HØST_1,LEI102-1 25H,active,,,
UE_203_LEI104_1_2024_HØST_1,UE_203_LEI104_1_2024_HØST_1,LEI104-1 24H,active,,,
UE_203_LEI104_1_2025_HØST_1,UE_203_LEI104_1_2025_HØST_1,LEI104-1 25H,active,,,
UE_203_LEI105_1_2024_HØST_1,UE_203_LEI105_1_2024_HØST_1,LEI105-1 24H,active,,,
UE_203_LEI105_1_2025_HØST_1,UE_203_LEI105_1_2025_HØST_1,LEI105-1 25H,active,,,
UE_203_LEI107_1_2025_VÅR_1,UE_203_LEI107_1_2025_VÅR_1,LEI107-1 25V,active,,,
UE_203_LEI107_1_2026_VÅR_1,UE_203_LEI107_1_2026_VÅR_1,LEI107-1 26V,active,,,
UE_203_LEI110_1_2025_VÅR_1,UE_203_LEI110_1_2025_VÅR_1,LEI110-1 25V,active,,,
UE_203_LEI110_1_2026_VÅR_1,UE_203_LEI110_1_2026_VÅR_1,LEI110-1 26V,active,,,
UE_203_LEI111_1_2024_HØST_1,UE_203_LEI111_1_2024_HØST_1,LEI111-1 24H,active,,,
UE_203_LEI111_1_2025_HØST_1,UE_203_LEI111_1_2025_HØST_1,LEI111-1 25H,active,,,
UE_203_LEI113_1_2025_VÅR_1,UE_203_LEI113_1_2025_VÅR_1,LEI113-1 25V,active,,,
UE_203_LEI113_1_2026_VÅR_1,UE_203_LEI113_1_2026_VÅR_1,LEI113-1 26V,active,,,
UE_203_LEI116_1_2025_VÅR_1,UE_203_LEI116_1_2025_VÅR_1,LEI116-1 25V,active,,,
UE_203_LEI116_1_2026_VÅR_1,UE_203_LEI116_1_2026_VÅR_1,LEI116-1 26V,active,,,
UE_203_LEI117_1_2024_HØST_1,UE_203_LEI117_1_2024_HØST_1,LEI117-1 24H,active,,,
UE_203_LEI117_1_2025_HØST_1,UE_203_LEI117_1_2025_HØST_1,LEI117-1 25H,active,,,
UE_203_LEI121_1_2026_VÅR_1,UE_203_LEI121_1_2026_VÅR_1,LEI121-1 26V,active,,,
UE_203_LEI122_1_2026_VÅR_1,UE_203_LEI122_1_2026_VÅR_1,LEI122-1 26V,active,,,
UE_203_LEI123_1_2026_VÅR_1,UE_203_LEI123_1_2026_VÅR_1,LEI123-1 26V,active,,,
UE_203_LEI124_1_2026_VÅR_1,UE_203_LEI124_1_2026_VÅR_1,LEI124-1 26V,active,,,
UE_203_LEI300_1_2025_VÅR_1,UE_203_LEI300_1_2025_VÅR_1,LEI300-1 25V,active,,,
UE_203_LEI301_1_2024_HØST_1,UE_203_LEI301_1_2024_HØST_1,LEI301-1 24H,active,,,
UE_203_LEI301_1_2025_HØST_1,UE_203_LEI301_1_2025_HØST_1,LEI301-1 25H,active,,,
UE_203_LEI310_1_2025_HØST_1,UE_203_LEI310_1_2025_HØST_1,LEI310-1 25H,active,,,
UE_203_LEI350_1_2024_HØST_1,UE_203_LEI350_1_2024_HØST_1,LEI350-1 24H,active,,,
UE_203_LEI350_1_2025_HØST_1,UE_203_LEI350_1_2025_HØST_1,LEI350-1 25H,active,,,
UE_203_LEI351_1_2025_VÅR_1,UE_203_LEI351_1_2025_VÅR_1,LEI351-1 25V,active,,,
UE_203_LEI351_1_2026_VÅR_1,UE_203_LEI351_1_2026_VÅR_1,LEI351-1 26V,active,,,
UE_203_LEI352_1_2025_VÅR_1,UE_203_LEI352_1_2025_VÅR_1,LEI352-1 25V,active,,,
UE_203_LEI352_1_2026_VÅR_1,UE_203_LEI352_1_2026_VÅR_1,LEI352-1 26V,active,,,
UE_203_LEKD401_1_2024_HØST_1,UE_203_LEKD401_1_2024_HØST_1,LEKD401-1 24H,active,,,
UE_203_LEL800_1_2024_HØST_1,UE_203_LEL800_1_2024_HØST_1,LEL800-1 24H,active,,,
UE_203_LEL800_1_2025_HØST_1,UE_203_LEL800_1_2025_HØST_1,LEL800-1 25H,active,,,
UE_203_LES301_1_2025_HØST_1,UE_203_LES301_1_2025_HØST_1,LES301-1 25H,active,,,
UE_203_LKB301_1_2024_HØST_1,UE_203_LKB301_1_2024_HØST_1,LKB301-1 24H,active,,,
UE_203_LLL301_1_2025_HØST_1,UE_203_LLL301_1_2025_HØST_1,LLL301-1 25H,active,,,
UE_203_LPT801_1_2025_VÅR_1,UE_203_LPT801_1_2025_VÅR_1,LPT801-1 25V,active,,,
UE_203_LPT801_1_2026_VÅR_1,UE_203_LPT801_1_2026_VÅR_1,LPT801-1 26V,active,,,
UE_203_LPT802_1_2025_HØST_1,UE_203_LPT802_1_2025_HØST_1,LPT802-1 25H,active,,,
UE_203_LSUA301_1_2026_VÅR_1,UE_203_LSUA301_1_2026_VÅR_1,LSUA301-1 26V,active,,,
UE_203_LSUD301_1_2025_VÅR_1,UE_203_LSUD301_1_2025_VÅR_1,LSUD301-1 25V,active,,,
UE_203_LSUINT_1_2025_VÅR_1,UE_203_LSUINT_1_2025_VÅR_1,LSUINT-1 25V,active,,,
UE_203_LSUINT_1_2026_VÅR_1,UE_203_LSUINT_1_2026_VÅR_1,LSUINT-1 26V,active,,,
UE_203_LUB801_1_2024_HØST_1,UE_203_LUB801_1_2024_HØST_1,LUB801-1 24H,active,,,
UE_203_LUB801_1_2025_HØST_1,UE_203_LUB801_1_2025_HØST_1,LUB801-1 25H,active,,,
UE_203_LUL301_1_2024_HØST_1,UE_203_LUL301_1_2024_HØST_1,LUL301-1 24H,active,,,
UE_203_LUPEF103_1_2025_VÅR_1,UE_203_LUPEF103_1_2025_VÅR_1,LUPEF103-1 25V,active,,,
UE_203_LUPEF103_1_2026_VÅR_1,UE_203_LUPEF103_1_2026_VÅR_1,LUPEF103-1 26V,active,,,
UE_203_LUPEF403_1_2026_VÅR_1,UE_203_LUPEF403_1_2026_VÅR_1,LUPEF403-1 26V,active,,,
UE_203_LUPEGP300_1_2025_HØST_1,UE_203_LUPEGP300_1_2025_HØST_1,LUPEGP300-1 25H,active,,,
UE_203_LUPEKI101_1_2024_HØST_1,UE_203_LUPEKI101_1_2024_HØST_1,LUPEKI101-1 24H,active,,,
UE_203_LUPEKI101_1_2025_HØST_1,UE_203_LUPEKI101_1_2025_HØST_1,LUPEKI101-1 25H,active,,,
UE_203_LUPEKI102_1_2024_HØST_1,UE_203_LUPEKI102_1_2024_HØST_1,LUPEKI102-1 24H,active,,,
UE_203_LUPEKI102_1_2025_HØST_1,UE_203_LUPEKI102_1_2025_HØST_1,LUPEKI102-1 25H,active,,,
UE_203_LUPEKI104_1_2025_VÅR_1,UE_203_LUPEKI104_1_2025_VÅR_1,LUPEKI104-1 25V,active,,,
UE_203_LUPEKI104_1_2026_VÅR_1,UE_203_LUPEKI104_1_2026_VÅR_1,LUPEKI104-1 26V,active,,,
UE_203_LUPEKI201_1_2024_HØST_1,UE_203_LUPEKI201_1_2024_HØST_1,LUPEKI201-1 24H,active,,,
UE_203_LUPEKI201_1_2025_HØST_1,UE_203_LUPEKI201_1_2025_HØST_1,LUPEKI201-1 25H,active,,,
UE_203_LUPEKI202_1_2024_HØST_1,UE_203_LUPEKI202_1_2024_HØST_1,LUPEKI202-1 24H,active,,,
UE_203_LUPEKI202_1_2025_HØST_1,UE_203_LUPEKI202_1_2025_HØST_1,LUPEKI202-1 25H,active,,,
UE_203_LUPEKI203_1_2025_VÅR_1,UE_203_LUPEKI203_1_2025_VÅR_1,LUPEKI203-1 25V,active,,,
UE_203_LUPEKI203_1_2026_VÅR_1,UE_203_LUPEKI203_1_2026_VÅR_1,LUPEKI203-1 26V,active,,,
UE_203_LUPEKI204_1_2025_VÅR_1,UE_203_LUPEKI204_1_2025_VÅR_1,LUPEKI204-1 25V,active,,,
UE_203_LUPEKI204_1_2026_VÅR_1,UE_203_LUPEKI204_1_2026_VÅR_1,LUPEKI204-1 26V,active,,,
UE_203_LUPEKI301_1_2024_HØST_1,UE_203_LUPEKI301_1_2024_HØST_1,LUPEKI301-1 24H,active,,,
UE_203_LUPEKI301_1_2025_HØST_1,UE_203_LUPEKI301_1_2025_HØST_1,LUPEKI301-1 25H,active,,,
UE_203_LUPEKI302_1_2024_HØST_1,UE_203_LUPEKI302_1_2024_HØST_1,LUPEKI302-1 24H,active,,,
UE_203_LUPEKI302_1_2025_HØST_1,UE_203_LUPEKI302_1_2025_HØST_1,LUPEKI302-1 25H,active,,,
UE_203_LUPEKI303_1_2025_VÅR_1,UE_203_LUPEKI303_1_2025_VÅR_1,LUPEKI303-1 25V,active,,,
UE_203_LUPEKI303_1_2026_VÅR_1,UE_203_LUPEKI303_1_2026_VÅR_1,LUPEKI303-1 26V,active,,,
UE_203_LUPEKI304_1_2025_VÅR_1,UE_203_LUPEKI304_1_2025_VÅR_1,LUPEKI304-1 25V,active,,,
UE_203_LUPEKI304_1_2026_VÅR_1,UE_203_LUPEKI304_1_2026_VÅR_1,LUPEKI304-1 26V,active,,,
UE_203_LUPEKI401_1_2025_HØST_1,UE_203_LUPEKI401_1_2025_HØST_1,LUPEKI401-1 25H,active,,,
UE_203_LUPEKI402_1_2025_HØST_1,UE_203_LUPEKI402_1_2025_HØST_1,LUPEKI402-1 25H,active,,,
UE_203_LUPEKI404_1_2026_VÅR_1,UE_203_LUPEKI404_1_2026_VÅR_1,LUPEKI404-1 26V,active,,,
UE_203_LUPEKP100_1_2024_HØST_1,UE_203_LUPEKP100_1_2024_HØST_1,LUPEKP100-1 24H,active,,,
UE_203_LUPEKP100_1_2025_HØST_1,UE_203_LUPEKP100_1_2025_HØST_1,LUPEKP100-1 25H,active,,,
