course_id,short_name,long_name,account_id,term_id,status,start_date,end_date,blueprint_course_id
UE_203_MDIP550G_1_2026_VÅR_1,MDIP550G-1 26V,MDIP550G-1 26V Masteroppgave - Matematikk/Naturfag,ST_0203300100,2026_VÅR-2027_VÅR,active,,,
UE_203_MDIP550_1_2024_HØST_1,MDIP550-1 24H,MDIP550-1 24H Masteroppgave,ST_0203300200,2024_HØST-2025_VÅR,active,,,
UE_203_MDIP550_1_2024_VÅR_1,MDIP550-1 24V,MDIP550-1 24V Masteroppgave,ST_0203300200,2024_VÅR-2024_HØST,active,,,
UE_203_MDIP550_1_2025_HØST_1,MDIP550-1 25H,MDIP550-1 25H Masteroppgave,ST_0203300200,2025_HØST-2026_VÅR,active,,,
UE_203_MDIP550_1_2025_VÅR_1,MDIP550-1 25V,MDIP550-1 25V Masteroppgave,ST_0203300200,2025_VÅR-2025_HØST,active,,,
UE_203_MDIP550_1_2026_VÅR_1,MDIP550-1 26V,MDIP550-1 26V Masteroppgave,ST_0203300200,2026_VÅR-2026_HØST,active,,,
UE_203_ME350_1_2024_HØST_1,ME350-1 24H,ME350-1 24H Science Project BSc,ST_0203201200,2024_HØST,active,,,
UE_203_ME350_1_2025_HØST_1,ME350-1 25H,ME350-1 25H Science Project BSc,ST_0203201200,2025_HØST,active,,,
UE_203_ME420_4_2024_HØST_1,ME420-4 24H,ME420-4 24H Statistikk,ST_0203201200,2024_HØST,active,,,
UE_203_ME420_4_2025_HØST_1,ME420-4 25H,ME420-4 25H Statistikk,ST_0203201200,2025_HØST,active,,,
UE_203_ME4-300_1_2024_HØST_1,ME4-300-1 24H,ME4-300-1 24H Scientific Writing and Theory of Science,ST_0203201200,2024_HØST,active,,,
UE_203_ME4-300_1_2025_HØST_1,ME4-300-1 25H,ME4-300-1 25H Scientific Writing and Theory of Science,ST_0203201200,2025_HØST,active,,,
UE_203_ME550_1_2024_HØST_1,ME550-1 24H,ME550-1 24H Science Project master,ST_0203201200,2024_HØST,active,,,
UE_203_ME550_1_2025_HØST_1,ME550-1 25H,ME550-1 25H Science Project master,ST_0203201200,2025_HØST,active,,,
UE_203_ME6-1001_1_2024_HØST_1,ME6-1001-1 24H,ME6-1001-1 24H Statistikk,ST_0203201400,2024_HØST,active,,,
UE_203_ME6-1001_1_2025_VÅR_1,ME6-1001-1 25V,ME6-1001-1 25V Statistikk,ST_0203201400,2025_VÅR,active,,,
UE_203_ME6-1001_1_2026_VÅR_1,ME6-1001-1 26V,ME6-1001-1 26V Statistikk,ST_0203201400,2026_VÅR,active,,,
UE_203_ME6-1002_1_2024_HØST_1,ME6-1002-1 24H,ME6-1002-1 24H Samfunnsvitenskaplig metode,ST_0203201400,2024_HØST,active,,,
UE_203_ME6-1002_1_2025_HØST_1,ME6-1002-1 25H,ME6-1002-1 25H Samfunnsvitenskaplig metode,ST_0203201400,2025_HØST,active,,,
UE_203_ME6-501_1_2024_HØST_1,ME6-501-1 24H,ME6-501-1 24H Forskningsdesign og metode,ST_0203201400,2024_HØST-2025_VÅR,active,,,
UE_203_MF6-2000_1_2025_VÅR_1,MF6-2000-1 25V,MF6-2000-1 25V Merkevarestrategi,ST_0203201400,2025_VÅR,active,,,
UE_203_MF6-2000_1_2026_VÅR_1,MF6-2000-1 26V,MF6-2000-1 26V Merkevarestrategi,ST_0203201400,2026_VÅR,active,,,
UE_203_MF6-2001_1_2024_HØST_1,MF6-2001-1 24H,MF6-2001-1 24H Forbrukeradferd i reiselivet,ST_0203201400,2024_HØST,active,,,
UE_203_MF6-2001_1_2025_HØST_1,MF6-2001-1 25H,MF6-2001-1 25H Forbrukeradferd i reiselivet,ST_0203201400,2025_HØST,active,,,
UE_203_MGBBNM550_1_2024_HØST_1,MGBBNM550-1 24H,MGBBNM550-1 24H Begynneropplæring i norsk og matematikk 4 - Masteroppgave,ST_0203300300,2024_HØST-2025_VÅR,active,,,
UE_203_MGBENS101_1_2024_HØST_1,MGBENS101-1 24H,"MGBENS101-1 24H Engelsk 1, emne 1 - Engelsk språk, litteratur og tekstkunnskap med fagdidaktikk 1",ST_0203300300,2024_HØST,active,,,
UE_203_MGBENS201_1_2025_VÅR_1,MGBENS201-1 25V,"MGBENS201-1 25V Engelsk 1, emne 2 - Engelsk språk, litteratur og kultur med fagdidaktikk 2",ST_0203300300,2025_VÅR,active,,,
UE_203_MGBEN301_1_2026_VÅR_1,MGBEN301-1 26V,"MGBEN301-1 26V Engelsk 2, emne 1 - Mangfold i språk, tekst og kultur ",ST_0203300300,2026_VÅR,active,,,
UE_203_MGBEN401_1_2026_VÅR_1,MGBEN401-1 26V,"MGBEN401-1 26V Engelsk 2, emne 2 - Kommunikasjon i språk, litteratur og kultur",ST_0203300300,2026_VÅR,active,,,
UE_203_MGBEN501_1_2024_HØST_1,MGBEN501-1 24H,"MGBEN501-1 24H Engelsk 3, emne 1 - Undervisning og læring i engelsk",ST_0203300300,2024_HØST,active,,,
UE_203_MGBEN501_1_2025_HØST_1,MGBEN501-1 25H,"MGBEN501-1 25H Engelsk 3, emne 1 - Undervisning og læring i engelsk",ST_0203300300,2025_HØST,active,,,
UE_203_MGBEN502_1_2024_HØST_1,MGBEN502-1 24H,"MGBEN502-1 24H Engelsk 3, emne 2 - Forskningsdesign og metoder i engelsk undervisningsvitenskap",ST_0203300300,2024_HØST,active,,,
UE_203_MGBEN502_1_2025_HØST_1,MGBEN502-1 25H,"MGBEN502-1 25H Engelsk 3, emne 2 - Forskningsdesign og metoder i engelsk undervisningsvitenskap",ST_0203300300,2025_HØST,active,,,
UE_203_MGBEN503_1_2025_VÅR_1,MGBEN503-1 25V,"MGBEN503-1 25V Engelsk 3, emne 3 - Mangfold og endring i engelsk språk, litteratur og kultur",ST_0203300300,2025_VÅR,active,,,
UE_203_MGBEN503_1_2026_VÅR_1,MGBEN503-1 26V,"MGBEN503-1 26V Engelsk 3, emne 3 - Mangfold og endring i engelsk språk, litteratur og kultur",ST_0203300300,2026_VÅR,active,,,
UE_203_MGBEN550_1_2024_HØST_1,MGBEN550-1 24H,"MGBEN550-1 24H Engelsk 3, emne 4 - Masteroppgave ",ST_0203300300,2024_HØST-2025_VÅR,active,,,
UE_203_MGBEN550_1_2025_HØST_1,MGBEN550-1 25H,"MGBEN550-1 25H Engelsk 3, emne 4 - Masteroppgave ",ST_0203300300,2025_HØST-2026_VÅR,active,,,
UE_203_MGBKHS101_1_2024_HØST_1,MGBKHS101-1 24H,"MGBKHS101-1 24H Kunst og håndverk 1, emne 1 - Grunnleggende innføring i kunst og håndverk 1",ST_0203300400,2024_HØST,active,,,
UE_203_MGBKHS201_1_2025_VÅR_1,MGBKHS201-1 25V,"MGBKHS201-1 25V Kunst og håndverk 1, emne 2 - Grunnleggende innføring i kunst og håndverk 2",ST_0203300400,2025_VÅR,active,,,
UE_203_MGBKH301_1_2026_VÅR_1,MGBKH301-1 26V,"MGBKH301-1 26V Kunst og håndverk 2, emne 1 - Kunst- og designprosesser ",ST_0203300400,2026_VÅR,active,,,
UE_203_MGBKH401_1_2026_VÅR_1,MGBKH401-1 26V,"MGBKH401-1 26V Kunst og håndverk 2, emne 2 - FOU og faglig fordypning i kunst og håndverk",ST_0203300400,2026_VÅR,active,,,
UE_203_MGBKH501_1_2025_VÅR_1,MGBKH501-1 25V,"MGBKH501-1 25V Kunst og håndverk 3, emne 1 - Fagdidaktikk",ST_0203300400,2025_VÅR,active,,,
UE_203_MGBKH501_1_2026_VÅR_1,MGBKH501-1 26V,"MGBKH501-1 26V Kunst og håndverk 3, emne 1 - Fagdidaktikk",ST_0203300400,2026_VÅR,active,,,
UE_203_MGBKH502_1_2024_HØST_1,MGBKH502-1 24H,"MGBKH502-1 24H Kunst og håndverk 3, emne 2 - Vitenskapsteori, metode og kunstfagdidaktiske prosesser ",ST_0203300400,2024_HØST,active,,,
UE_203_MGBKH502_1_2025_HØST_1,MGBKH502-1 25H,"MGBKH502-1 25H Kunst og håndverk 3, emne 2 - Vitenskapsteori, metode og kunstfagdidaktiske prosesser ",ST_0203300400,2025_HØST,active,,,
UE_203_MGBKH503_1_2024_HØST_1,MGBKH503-1 24H,"MGBKH503-1 24H Kunst og håndverk 3, emne 3 - Estetikk i praksis og teori ",ST_0203300400,2024_HØST,active,,,
UE_203_MGBKH503_1_2025_HØST_1,MGBKH503-1 25H,"MGBKH503-1 25H Kunst og håndverk 3, emne 3 - Estetikk i praksis og teori ",ST_0203300400,2025_HØST,active,,,
UE_203_MGBKH550_1_2024_HØST_1,MGBKH550-1 24H,"MGBKH550-1 24H Kunst og håndverk 3, emne 4 - Masteroppgave",ST_0203300400,2024_HØST-2025_VÅR,active,,,
UE_203_MGBKH550_1_2025_HØST_1,MGBKH550-1 25H,"MGBKH550-1 25H Kunst og håndverk 3, emne 4 - Masteroppgave",ST_0203300400,2025_HØST-2026_VÅR,active,,,
UE_203_MGBKR101_1_2024_HØST_1,MGBKR101-1 24H,"MGBKR101-1 24H KRLE 1, emne 1 - Religioner, livssyn og fagdidaktikk",ST_0203300200,2024_HØST,active,,,
UE_203_MGBKR101_1_2025_HØST_1,MGBKR101-1 25H,"MGBKR101-1 25H KRLE 1, emne 1 - Religioner, livssyn og fagdidaktikk",ST_0203300200,2025_HØST,active,,,
UE_203_MGBKR141_1_2024_HØST_1,MGBKR141-1 24H,"MGBKR141-1 24H KRLE 1 - Kristendom, religion, livssyn og etikk",ST_0203300200,2024_HØST,active,,,
UE_203_MGBKR141_1_2025_HØST_1,MGBKR141-1 25H,"MGBKR141-1 25H KRLE 1 - Kristendom, religion, livssyn og etikk",ST_0203300200,2025_HØST,active,,,
UE_203_MGBKR201A_1_2025_VÅR_1,MGBKR201A-1 25V,"MGBKR201A-1 25V KRLE 1, emne 2 - Etikk, filosofi og fagdidaktikk",ST_0203300200,2025_VÅR,active,,,
UE_203_MGBKR201A_1_2026_VÅR_1,MGBKR201A-1 26V,"MGBKR201A-1 26V KRLE 1, emne 2 - Etikk, filosofi og fagdidaktikk",ST_0203300200,2026_VÅR,active,,,
UE_203_MGBKR301_1_2025_VÅR_1,MGBKR301-1 25V,"MGBKR301-1 25V KRLE 2, emne 1 - Hellige tekster, sekularisering, mangfold og religionskritikk",ST_0203300200,2025_VÅR,active,,,
UE_203_MGBKR301_1_2026_VÅR_1,MGBKR301-1 26V,"MGBKR301-1 26V KRLE 2, emne 1 - Hellige tekster, sekularisering, mangfold og religionskritikk",ST_0203300200,2026_VÅR,active,,,
UE_203_MGBKR401_1_2025_VÅR_1,MGBKR401-1 25V,"MGBKR401-1 25V KRLE 2, emne 2 - Valgfritt tema, filosofi og læreplanarbeid",ST_0203300200,2025_VÅR,active,,,
UE_203_MGBKR401_1_2026_VÅR_1,MGBKR401-1 26V,"MGBKR401-1 26V KRLE 2, emne 2 - Valgfritt tema, filosofi og læreplanarbeid",ST_0203300200,2026_VÅR,active,,,
UE_203_MGBKR501_1_2025_HØST_1,MGBKR501-1 25H,"MGBKR501-1 25H KRLE 3, emne 1 - Vitenskapsteori, metodelære og forskningsetikk",ST_0203300200,2025_HØST,active,,,
UE_203_MGBKR502_1_2025_HØST_1,MGBKR502-1 25H,"MGBKR502-1 25H KRLE 3, emne 2 - Teori, flerfaglighet og fagforståelse",ST_0203300200,2025_HØST,active,,,
UE_203_MGBKR550_1_2024_HØST_1,MGBKR550-1 24H,"MGBKR550-1 24H KRLE 3, emne 4 - Masteroppgave",ST_0203300200,2024_HØST-2025_VÅR,active,,,
UE_203_MGBKR550_1_2025_HØST_1,MGBKR550-1 25H,"MGBKR550-1 25H KRLE 3, emne 4 - Masteroppgave",ST_0203300200,2025_HØST-2026_VÅR,active,,,
UE_203_MGBMAS101_1_2025_VÅR_1,MGBMAS101-1 25V,"MGBMAS101-1 25V Matematikk 1, emne 1 - Begynneropplæring i matematikk",ST_0203300300,2025_VÅR,active,,,
UE_203_MGBMAS201_1_2024_HØST_1,MGBMAS201-1 24H,"MGBMAS201-1 24H Matematikk 1, emne 2 - Den utforskende matematikklærer - med fokus på mellomtrinnet",ST_0203300300,2024_HØST,active,,,
UE_203_MGBMAS301_1_2025_VÅR_1,MGBMAS301-1 25V,"MGBMAS301-1 25V Matematikk 2, emne 1 - Den utprøvende matematikklærer",ST_0203300300,2025_VÅR,active,,,
UE_203_MGBMAS301_1_2026_VÅR_1,MGBMAS301-1 26V,"MGBMAS301-1 26V Matematikk 2, emne 1 - Den utprøvende matematikklærer",ST_0203300300,2026_VÅR,active,,,
UE_203_MGBMAS401_1_2025_VÅR_1,MGBMAS401-1 25V,"MGBMAS401-1 25V Matematikk 2, emne 2 - Matematikklæreren som forsker",ST_0203300300,2025_VÅR,active,,,
UE_203_MGBMAS401_1_2026_VÅR_1,MGBMAS401-1 26V,"MGBMAS401-1 26V Matematikk 2, emne 2 - Matematikklæreren som forsker",ST_0203300300,2026_VÅR,active,,,
UE_203_MGBMAS501_1_2025_HØST_1,MGBMAS501-1 25H,"MGBMAS501-1 25H Matematikk 3, emne 1 - Matematikkdidaktikk i praksisfeltet",ST_0203300300,2025_HØST,active,,,
UE_203_MGBMAS502_1_2025_HØST_1,MGBMAS502-1 25H,"MGBMAS502-1 25H Matematikk 3, emne 2 - Vitenskapsteori og metode",ST_0203300300,2025_HØST,active,,,
UE_203_MGBMAS503_1_2026_VÅR_1,MGBMAS503-1 26V,"MGBMAS503-1 26V Matematikk 3, emne 3 - Matematikkdidaktikk i forskningsfeltet",ST_0203300300,2026_VÅR,active,,,
UE_203_MGBMA301_1_2026_VÅR_1,MGBMA301-1 26V,"MGBMA301-1 26V Matematikk 2, emne 1 - Den utprøvende matematikklærer",ST_0203300300,2026_VÅR,active,,,
UE_203_MGBMA302_1_2025_VÅR_1,MGBMA302-1 25V,"MGBMA302-1 25V Matematikk 2, emne 1 - Perspektiv på matematikkfaget",ST_0203300300,2025_VÅR,active,,,
UE_203_MGBMA401_1_2026_VÅR_1,MGBMA401-1 26V,"MGBMA401-1 26V Matematikk 2, emne 2 - Matematikklæreren som forsker",ST_0203300300,2026_VÅR,active,,,
UE_203_MGBMA402_1_2025_VÅR_1,MGBMA402-1 25V,"MGBMA402-1 25V Matematikk 2, emne 2 - Problemløsning og handlingskompetanse i matematikk",ST_0203300300,2025_VÅR,active,,,
UE_203_MGBMH101A_1_2024_HØST_1,MGBMH101A-1 24H,"MGBMH101A-1 24H Mat og helse 1, emne 1 - Innføring i skolefaget mat og helse",ST_0203300100,2024_HØST,active,,,
UE_203_MGBMH101A_1_2025_HØST_1,MGBMH101A-1 25H,"MGBMH101A-1 25H Mat og helse 1, emne 1 - Innføring i skolefaget mat og helse",ST_0203300100,2025_HØST,active,,,
UE_203_MGBMH141_1_2024_HØST_1,MGBMH141-1 24H,"MGBMH141-1 24H Mat og helse 1, emne 1 - Innføring i mat og helse",ST_0203300100,2024_HØST,active,,,
UE_203_MGBMH201A_1_2025_VÅR_1,MGBMH201A-1 25V,"MGBMH201A-1 25V Mat og helse 1, emne 2 - Mat og helse som undervisningsfag i skolen",ST_0203300100,2025_VÅR,active,,,
UE_203_MGBMH201A_1_2026_VÅR_1,MGBMH201A-1 26V,"MGBMH201A-1 26V Mat og helse 1, emne 2 - Mat og helse som undervisningsfag i skolen",ST_0203300100,2026_VÅR,active,,,
UE_203_MGBMH241_1_2024_HØST_1,MGBMH241-1 24H,"MGBMH241-1 24H Mat og helse 1, emne 2 - Mat og helse som undervisningsfag i skolen",ST_0203300100,2024_HØST,active,,,
UE_203_MGBMH301A_1_2025_VÅR_1,MGBMH301A-1 25V,"MGBMH301A-1 25V Mat og helse 2, emne 1 - Sosialt felleskap, kulturelt mangfold og bærekraft i mat og måltider",ST_0203300100,2025_VÅR,active,,,
UE_203_MGBMH301A_1_2026_VÅR_1,MGBMH301A-1 26V,"MGBMH301A-1 26V Mat og helse 2, emne 1 - Sosialt felleskap, kulturelt mangfold og bærekraft i mat og måltider",ST_0203300100,2026_VÅR,active,,,
UE_203_MGBMH401_1_2025_VÅR_1,MGBMH401-1 25V,"MGBMH401-1 25V Mat og helse 2, emne 2 - Helsefremmende kosthold og forskningsarbeid",ST_0203300100,2025_VÅR,active,,,
UE_203_MGBMH401_1_2026_VÅR_1,MGBMH401-1 26V,"MGBMH401-1 26V Mat og helse 2, emne 2 - Helsefremmende kosthold og forskningsarbeid",ST_0203300100,2026_VÅR,active,,,
UE_203_MGBMH501_1_2024_HØST_1,MGBMH501-1 24H,"MGBMH501-1 24H Mat og helse 3, emne 1 - Vitenskapsteori, fag og metode",ST_0203300100,2024_HØST,active,,,
UE_203_MGBMH501_1_2025_HØST_1,MGBMH501-1 25H,"MGBMH501-1 25H Mat og helse 3, emne 1 - Vitenskapsteori, fag og metode",ST_0203300100,2025_HØST,active,,,
UE_203_MGBMH502_1_2024_HØST_1,MGBMH502-1 24H,"MGBMH502-1 24H Mat og helse 3, emne 2 - Danning og læring i mat og helse",ST_0203300100,2024_HØST,active,,,
UE_203_MGBMH502_1_2025_HØST_1,MGBMH502-1 25H,"MGBMH502-1 25H Mat og helse 3, emne 2 - Danning og læring i mat og helse",ST_0203300100,2025_HØST,active,,,
UE_203_MGBMH503_1_2025_VÅR_1,MGBMH503-1 25V,"MGBMH503-1 25V Mat og helse 3, emne 3 - Skolen som matlandskap",ST_0203300100,2025_VÅR,active,,,
UE_203_MGBMH503_1_2026_VÅR_1,MGBMH503-1 26V,"MGBMH503-1 26V Mat og helse 3, emne 3 - Skolen som matlandskap",ST_0203300100,2026_VÅR,active,,,
UE_203_MGBMH550_1_2024_HØST_1,MGBMH550-1 24H,"MGBMH550-1 24H Mat og helse 3, emne 4 - Masteroppgave",ST_0203300100,2024_HØST-2025_VÅR,active,,,
UE_203_MGBMH550_1_2025_HØST_1,MGBMH550-1 25H,"MGBMH550-1 25H Mat og helse 3, emne 4 - Masteroppgave",ST_0203300100,2025_HØST-2026_VÅR,active,,,
UE_203_MGBMU101_1_2024_HØST_1,MGBMU101-1 24H,"MGBMU101-1 24H Musikk 1, emne 1 - Grunnleggende musikklærerkompetanse",ST_0203300400,2024_HØST,active,,,
UE_203_MGBMU101_1_2025_HØST_1,MGBMU101-1 25H,"MGBMU101-1 25H Musikk 1, emne 1 - Grunnleggende musikklærerkompetanse",ST_0203300400,2025_HØST,active,,,
UE_203_MGBMU141_1_2024_HØST_1,MGBMU141-1 24H,"MGBMU141-1 24H Musikk 1, emne 1 - Grunnleggende musikklærerkompetanse",ST_0203300400,2024_HØST,active,,,
UE_203_MGBMU201_1_2025_VÅR_1,MGBMU201-1 25V,"MGBMU201-1 25V Musikk 1, emne 2 - Eleven og musikkulturelle kontekster ",ST_0203300400,2025_VÅR,active,,,
UE_203_MGBMU201_1_2026_VÅR_1,MGBMU201-1 26V,"MGBMU201-1 26V Musikk 1, emne 2 - Eleven og musikkulturelle kontekster ",ST_0203300400,2026_VÅR,active,,,
UE_203_MGBMU241_1_2024_HØST_1,MGBMU241-1 24H,"MGBMU241-1 24H Musikk 1, emne 2 - Eleven og den musikkulturelle konteksten",ST_0203300400,2024_HØST,active,,,
UE_203_MGBMU301_1_2025_VÅR_1,MGBMU301-1 25V,"MGBMU301-1 25V Musikk 2, emne 1 - Musikalske møter i og utenfor klasserommet ",ST_0203300400,2025_VÅR,active,,,
UE_203_MGBMU301_1_2026_VÅR_1,MGBMU301-1 26V,"MGBMU301-1 26V Musikk 2, emne 1 - Musikalske møter i og utenfor klasserommet ",ST_0203300400,2026_VÅR,active,,,
UE_203_MGBMU401_1_2025_VÅR_1,MGBMU401-1 25V,"MGBMU401-1 25V Musikk 2, emne 2 - Den utforskende musikklæreren ",ST_0203300400,2025_VÅR,active,,,
UE_203_MGBMU401_1_2026_VÅR_1,MGBMU401-1 26V,"MGBMU401-1 26V Musikk 2, emne 2 - Den utforskende musikklæreren ",ST_0203300400,2026_VÅR,active,,,
UE_203_MGBMU501_1_2024_HØST_1,MGBMU501-1 24H,"MGBMU501-1 24H Musikk 3, emne 1 - Vitenskapsteori, akademisk tekstarbeid, forskningsetikk og -metode",ST_0203300400,2024_HØST,active,,,
UE_203_MGBMU501_1_2025_HØST_1,MGBMU501-1 25H,"MGBMU501-1 25H Musikk 3, emne 1 - Vitenskapsteori, akademisk tekstarbeid, forskningsetikk og -metode",ST_0203300400,2025_HØST,active,,,
UE_203_MGBMU502_1_2024_HØST_1,MGBMU502-1 24H,"MGBMU502-1 24H Musikk 3, emne 2 - Kunstfagdidaktisk utviklingsarbeid",ST_0203300400,2024_HØST,active,,,
UE_203_MGBMU502_1_2025_HØST_1,MGBMU502-1 25H,"MGBMU502-1 25H Musikk 3, emne 2 - Kunstfagdidaktisk utviklingsarbeid",ST_0203300400,2025_HØST,active,,,
UE_203_MGBMU503_1_2025_VÅR_1,MGBMU503-1 25V,"MGBMU503-1 25V Musikk 3, emne 3 - Musikkpedagogisk grunnlagstenking, tradisjoner og utviklingstrekk",ST_0203300400,2025_VÅR,active,,,
UE_203_MGBMU503_1_2026_VÅR_1,MGBMU503-1 26V,"MGBMU503-1 26V Musikk 3, emne 3 - Musikkpedagogisk grunnlagstenking, tradisjoner og utviklingstrekk",ST_0203300400,2026_VÅR,active,,,
UE_203_MGBMU550_1_2024_HØST_1,MGBMU550-1 24H,"MGBMU550-1 24H Musikk 3, emne 4 - Masteroppgave",ST_0203300400,2024_HØST-2025_VÅR,active,,,
UE_203_MGBMU550_1_2025_HØST_1,MGBMU550-1 25H,"MGBMU550-1 25H Musikk 3, emne 4 - Masteroppgave",ST_0203300400,2025_HØST-2026_VÅR,active,,,
UE_203_MGBNA101_1_2025_HØST_1,MGBNA101-1 25H,"MGBNA101-1 25H Naturfag 1, emne 1 - Innføring i biologi for grunnskolen",ST_0203300100,2025_HØST,active,,,
UE_203_MGBNA141_1_2025_HØST_1,MGBNA141-1 25H,"MGBNA141-1 25H Naturfag 1, emne 1 - Innføring i biologi for grunnskolen",ST_0203300100,2025_HØST,active,,,
UE_203_MGBNA241_1_2025_HØST_1,MGBNA241-1 25H,"MGBNA241-1 25H Naturfag 1, emne 2 - Innføring i fysikk og kjemi for grunnskolen",ST_0203300100,2025_HØST,active,,,
UE_203_MGBNA301_1_2026_VÅR_1,MGBNA301-1 26V,"MGBNA301-1 26V Naturfag 2, emne 1 - Fordypning i fysikk og kjemi for grunnskolen",ST_0203300100,2026_VÅR,active,,,
UE_203_MGBNA401_1_2026_VÅR_1,MGBNA401-1 26V,"MGBNA401-1 26V Naturfag 2, emne 2 - Fordypning i biologi for grunnskolen",ST_0203300100,2026_VÅR,active,,,
UE_203_MGBNA501_1_2025_HØST_1,MGBNA501-1 25H,"MGBNA501-1 25H Naturfag 3, emne 1 - Naturfaglig fordypning",ST_0203300100,2025_HØST,active,,,
UE_203_MGBNA502_1_2025_HØST_1,MGBNA502-1 25H,"MGBNA502-1 25H Naturfag 3, emne 2 - Vitenskapsteori og metode",ST_0203300100,2025_HØST,active,,,
UE_203_MGBNA503_1_2025_VÅR_1,MGBNA503-1 25V,"MGBNA503-1 25V Naturfag 3, emne 3 - Naturfagdidaktikk",ST_0203300100,2025_VÅR,active,,,
UE_203_MGBNA503_1_2026_VÅR_1,MGBNA503-1 26V,"MGBNA503-1 26V Naturfag 3, emne 3 - Naturfagdidaktikk",ST_0203300100,2026_VÅR,active,,,
UE_203_MGBNA550_1_2024_HØST_1,MGBNA550-1 24H,"MGBNA550-1 24H Naturfag 3, emne 4 - Masteroppgave",ST_0203300100,2024_HØST-2025_VÅR,active,,,
UE_203_MGBNA550_1_2025_HØST_1,MGBNA550-1 25H,"MGBNA550-1 25H Naturfag 3, emne 4 - Masteroppgave",ST_0203300100,2025_HØST-2026_VÅR,active,,,
UE_203_MGBNOS101_1_2025_VÅR_1,MGBNOS101-1 25V,"MGBNOS101-1 25V Norsk 1, emne 1 - Begynneropplæringen",ST_0203300300,2025_VÅR,active,,,
UE_203_MGBNOS201_1_2024_HØST_1,MGBNOS201-1 24H,"MGBNOS201-1 24H Norsk 1, emne 2 - Mellomtrinnet",ST_0203300300,2024_HØST,active,,,
UE_203_MGBNOS301_1_2025_VÅR_1,MGBNOS301-1 25V,"MGBNOS301-1 25V Norsk 2, emne 1 - Språk, kultur og litteratur 1",ST_0203300300,2025_VÅR,active,,,
UE_203_MGBNOS301_1_2026_VÅR_1,MGBNOS301-1 26V,"MGBNOS301-1 26V Norsk 2, emne 1 - Språk, kultur og litteratur 1",ST_0203300300,2026_VÅR,active,,,
UE_203_MGBNOS401_1_2025_VÅR_1,MGBNOS401-1 25V,"MGBNOS401-1 25V Norsk 2, emne 2 - Språk, kultur og litteratur 2",ST_0203300300,2025_VÅR,active,,,
UE_203_MGBNOS401_1_2026_VÅR_1,MGBNOS401-1 26V,"MGBNOS401-1 26V Norsk 2, emne 2 - Språk, kultur og litteratur 2",ST_0203300300,2026_VÅR,active,,,
UE_203_MGBNOS501_1_2025_HØST_1,MGBNOS501-1 25H,"MGBNOS501-1 25H Norsk 3, emne 1 - Litteratur og litteraturdidaktikk",ST_0203300300,2025_HØST,active,,,
UE_203_MGBNOS502_1_2025_HØST_1,MGBNOS502-1 25H,"MGBNOS502-1 25H Norsk 3, emne 2 - Språk og språkdidaktikk",ST_0203300300,2025_HØST,active,,,
UE_203_MGBNOS503_1_2026_VÅR_1,MGBNOS503-1 26V,"MGBNOS503-1 26V Norsk 3, emne 3 - Prosjektforberedende emne",ST_0203300300,2026_VÅR,active,,,
UE_203_MGBPDK141_1_2024_HØST_1,MGBPDK141-1 24H,MGBPDK141-1 24H Profesjonsfaglig digital kompetanse ,ST_0203300200,2024_HØST,active,,,
UE_203_MGBPDK141_1_2025_HØST_1,MGBPDK141-1 25H,MGBPDK141-1 25H Profesjonsfaglig digital kompetanse ,ST_0203300200,2025_HØST,active,,,
UE_203_MGBPES101_1_2024_HØST_1,MGBPES101-1 24H,"MGBPES101-1 24H Pedagogikk og elevkunnskap, emne 1 - Lærerens undervisning og elevens læring",ST_0203300200,2024_HØST,active,,,
UE_203_MGBPES201_1_2025_VÅR_1,MGBPES201-1 25V,"MGBPES201-1 25V Pedagogikk og elevkunnskap, emne 2 - Læreren og eleven i mangfoldige læringsmiljø",ST_0203300200,2025_VÅR,active,,,
UE_203_MGBPES301_1_2026_VÅR_1,MGBPES301-1 26V,"MGBPES301-1 26V Pedagogikk og elevkunnskap, emne 3 - Den profesjonelle lærer",ST_0203300200,2026_VÅR,active,,,
UE_203_MGBPE201E_1_2025_VÅR_1,MGBPE201E-1 25V,"MGBPE201E-1 25V Pedagogikk og elevkunnskap, emne 2 - Læreren og eleven i mangfoldige læringsmiljø",ST_0203300200,2025_VÅR,active,,,
UE_203_MGBPE201E_1_2026_VÅR_1,MGBPE201E-1 26V,"MGBPE201E-1 26V Pedagogikk og elevkunnskap, emne 2 - Læreren og eleven i mangfoldige læringsmiljø",ST_0203300200,2026_VÅR,active,,,
UE_203_MGBPP101_1_2024_HØST_1,MGBPP101-1 24H,"MGBPP101-1 24H Profesjonsrettet pedagogikk 1, emne 1 - Pedagogikk og pedagogiske handlinger",ST_0203300200,2024_HØST,active,,,
UE_203_MGBPP101_1_2025_HØST_1,MGBPP101-1 25H,"MGBPP101-1 25H Profesjonsrettet pedagogikk 1, emne 1 - Pedagogikk og pedagogiske handlinger",ST_0203300200,2025_HØST,active,,,
UE_203_MGBPP201_1_2024_HØST_1,MGBPP201-1 24H,"MGBPP201-1 24H Profesjonsrettet pedagogikk 1, emne 2 - Utforskende undervisning ",ST_0203300200,2024_HØST,active,,,
UE_203_MGBPP201_1_2025_HØST_1,MGBPP201-1 25H,"MGBPP201-1 25H Profesjonsrettet pedagogikk 1, emne 2 - Utforskende undervisning ",ST_0203300200,2025_HØST,active,,,
